,2005,1.11
,2006,1.1
,2007,1.19
,2008,1.17
,2009,1.15
,2010,1.2
,2011,1.19
,2012,1.05
,2013,1.08
,2014,1.08
,2015,1.18
,2016,1.23
,2017,1.35
